"address","dateOfPosting","status","numberOfLikes","numberOfBathroom","numberOfBedroom","homeValue","sqft","streetName","cityName","stateName","zipCode","homeImage"
"4334 Cartwright Park","2018-06-14T17:30:34.093Z","OFF MARKET",128,1,3,2800940,497,"26561 Lawson Locks","Rockville","MD",20848,"hi"
"4335 Cartwright Park","2018-05-06T19:47:05.532Z","FOR RENT",79,0,1,2132876,2813,"914 Carol Mews","Rockville","MD",20857,"hi"
"4336 Cartwright Park","2018-05-04T23:31:58.830Z","FOR RENT",189,3,0,112755,1928,"58828 Martina Mews","Rockville","MD",20854,"hi"
"4337 Cartwright Park","2018-10-08T04:15:09.795Z","OFF MARKET",1,4,6,2519630,1038,"8177 Virginie Prairie","Rockville","MD",20850,"hi"
"4338 Cartwright Park","2018-10-12T10:32:41.518Z","FOR RENT",177,3,4,3026576,3226,"30850 Jolie Flat","Rockville","MD",20877,"hi"
"4339 Cartwright Park","2018-06-02T07:41:15.484Z","FORECLOSURE",45,2,3,3860007,2960,"620 Lela Crossing","Rockville","MD",20849,"hi"
"4340 Cartwright Park","2018-05-21T01:16:07.436Z","FOR SALE",144,4,7,3692534,801,"33075 Leila Bridge","Rockville","MD",20854,"hi"
"4341 Cartwright Park","2018-08-16T04:31:24.677Z","SOLD",191,3,6,3212813,2636,"3240 Nicolas Mount","Rockville","MD",20847,"hi"
"4342 Cartwright Park","2018-10-02T23:07:44.052Z","SOLD",86,4,3,1464161,3500,"817 Goodwin Crossing","Rockville","MD",20854,"hi"
"4343 Cartwright Park","2018-10-16T22:07:30.671Z","FOR RENT",95,1,7,2472424,2065,"653 Schaden Canyon","Rockville","MD",20854,"hi"
"4344 Cartwright Park","2018-08-27T11:12:34.793Z","AUCTION",130,1,1,1497286,3934,"94246 Kihn Row","Rockville","MD",20877,"hi"
"4345 Cartwright Park","2018-06-28T05:48:48.976Z","FORECLOSURE",20,1,0,1740149,2274,"873 Winfield Expressway","Rockville","MD",20851,"hi"
"4346 Cartwright Park","2018-09-07T07:22:58.494Z","SOLD",128,0,0,532110,1931,"0323 Gerhard Junction","Rockville","MD",20854,"hi"
"4347 Cartwright Park","2018-06-24T06:53:12.860Z","SOLD",167,4,0,3809548,963,"9739 Charlie Loaf","Rockville","MD",20854,"hi"
"4348 Cartwright Park","2018-08-05T17:15:06.119Z","FORECLOSURE",54,0,3,2277618,2188,"6084 Lauretta Plain","Rockville","MD",20847,"hi"
"4349 Cartwright Park","2018-08-17T23:52:13.247Z","AUCTION",0,0,7,988724,3610,"560 Blick Circle","Rockville","MD",20851,"hi"
"4350 Cartwright Park","2018-08-04T14:10:56.636Z","SOLD",58,2,3,2283959,1340,"883 Effertz Drive","Rockville","MD",20857,"hi"
"4351 Cartwright Park","2018-06-24T07:45:31.960Z","FORECLOSURE",118,0,1,3470464,2942,"2753 Wilkinson Centers","Rockville","MD",20847,"hi"
"4352 Cartwright Park","2018-07-02T12:37:09.333Z","FOR RENT",39,4,3,3851121,1048,"470 Luis Isle","Rockville","MD",20854,"hi"
"4353 Cartwright Park","2018-08-23T13:30:04.147Z","FORECLOSURE",36,3,5,186992,3558,"67700 Janick Parks","Rockville","MD",20851,"hi"
"4354 Cartwright Park","2018-07-13T20:07:07.884Z","OFF MARKET",3,4,3,3392911,1966,"572 Milo Valley","Rockville","MD",20847,"hi"
"4355 Cartwright Park","2018-08-06T18:21:20.839Z","FOR SALE",49,2,5,3565685,3027,"38655 Jake Extension","Rockville","MD",20848,"hi"
"4356 Cartwright Park","2018-07-20T16:54:24.845Z","FOR RENT",105,2,2,3264861,2996,"512 Orion Plaza","Rockville","MD",20848,"hi"
"4357 Cartwright Park","2018-08-18T18:40:03.349Z","FOR RENT",91,0,6,462485,2774,"4148 Morar Turnpike","Rockville","MD",20852,"hi"
"4358 Cartwright Park","2018-05-01T10:19:08.220Z","FOR SALE",117,2,8,3489798,1653,"7346 Martin Center","Rockville","MD",20853,"hi"
"4359 Cartwright Park","2018-09-03T00:11:19.211Z","FOR RENT",88,0,8,2677168,2278,"33623 Batz Knolls","Rockville","MD",20851,"hi"
"4360 Cartwright Park","2018-09-11T21:54:08.130Z","FOR SALE",162,2,10,3883716,3387,"90176 Conn Forks","Rockville","MD",20877,"hi"
"4361 Cartwright Park","2018-09-23T21:48:50.755Z","OFF MARKET",87,3,2,3009038,1344,"72323 Kunde Row","Rockville","MD",20854,"hi"
"4362 Cartwright Park","2018-08-04T19:17:49.824Z","FOR RENT",93,2,6,2259274,4000,"91942 Merle Roads","Rockville","MD",20857,"hi"
"4363 Cartwright Park","2018-05-08T16:39:53.670Z","AUCTION",157,0,6,121546,2704,"64390 Wilhelmine Alley","Rockville","MD",20847,"hi"
"4364 Cartwright Park","2018-05-21T16:07:03.721Z","SOLD",186,3,0,1387285,2103,"972 Dandre Wells","Rockville","MD",20849,"hi"
"4365 Cartwright Park","2018-06-24T16:15:34.481Z","FOR RENT",133,4,6,630827,2797,"83634 Rohan Well","Rockville","MD",20851,"hi"
"4366 Cartwright Park","2018-05-09T11:15:28.102Z","SOLD",177,2,8,856980,1776,"001 Sean Parkways","Rockville","MD",20849,"hi"
"4367 Cartwright Park","2018-06-01T01:20:42.636Z","OFF MARKET",137,4,7,3045973,2171,"45472 Terry Station","Rockville","MD",20850,"hi"
"4368 Cartwright Park","2018-08-27T13:18:26.602Z","FORECLOSURE",104,1,4,2626626,906,"425 Ericka Shoal","Rockville","MD",20850,"hi"
"4369 Cartwright Park","2018-05-01T19:40:39.409Z","FORECLOSURE",6,0,5,404943,1610,"44984 Nicole Well","Rockville","MD",20854,"hi"
"4370 Cartwright Park","2018-05-21T10:45:15.539Z","AUCTION",176,2,1,3891937,2307,"629 Morris Square","Rockville","MD",20853,"hi"
"4371 Cartwright Park","2018-10-16T10:55:04.194Z","FOR RENT",49,3,5,3272868,2663,"7547 Gay Junction","Rockville","MD",20853,"hi"
"4372 Cartwright Park","2018-09-14T02:47:19.022Z","SOLD",95,0,8,3215020,2804,"9586 Watsica Summit","Rockville","MD",20847,"hi"
"4373 Cartwright Park","2018-10-21T14:21:15.619Z","FORECLOSURE",21,4,5,3769666,493,"740 Arnulfo Forest","Rockville","MD",20857,"hi"
"4374 Cartwright Park","2018-07-10T12:25:32.778Z","SOLD",55,1,9,2827906,3155,"55521 Mia Street","Rockville","MD",20852,"hi"
"4375 Cartwright Park","2018-09-28T01:08:19.819Z","FORECLOSURE",120,1,10,609062,2559,"98746 Klocko Course","Rockville","MD",20851,"hi"
"4376 Cartwright Park","2018-09-26T08:42:46.967Z","AUCTION",188,1,1,2289304,852,"307 Santa Via","Rockville","MD",20848,"hi"
"4377 Cartwright Park","2018-09-19T07:37:23.904Z","FOR SALE",2,1,4,1707064,3726,"35327 Stokes Pines","Rockville","MD",20848,"hi"
"4378 Cartwright Park","2018-05-03T19:36:24.173Z","FOR SALE",139,2,10,627160,400,"05227 Claudine Mountains","Rockville","MD",20848,"hi"
"4379 Cartwright Park","2018-08-04T22:51:22.304Z","AUCTION",30,2,10,1327963,2784,"128 Rogahn Terrace","Rockville","MD",20851,"hi"
"4380 Cartwright Park","2018-08-25T00:15:25.919Z","AUCTION",82,3,10,3617933,2100,"6654 Jaycee View","Rockville","MD",20850,"hi"
"4381 Cartwright Park","2018-07-19T15:20:46.070Z","FOR SALE",160,0,5,2442942,869,"30159 Raymond Hollow","Rockville","MD",20847,"hi"
"4382 Cartwright Park","2018-09-16T02:39:41.026Z","AUCTION",190,2,4,3295540,1145,"53672 Crooks Station","Rockville","MD",20851,"hi"
"4383 Cartwright Park","2018-07-19T15:21:48.214Z","AUCTION",82,4,8,113487,1260,"1876 Deckow Rapid","Rockville","MD",20877,"hi"
"4384 Cartwright Park","2018-09-18T14:44:52.275Z","FOR SALE",184,3,9,365546,3068,"8352 Rippin Vista","Rockville","MD",20857,"hi"
"4385 Cartwright Park","2018-08-09T02:41:13.724Z","OFF MARKET",173,1,9,584269,1130,"25029 Leatha Route","Rockville","MD",20848,"hi"
"4386 Cartwright Park","2018-05-12T00:35:00.539Z","SOLD",160,0,0,1680998,774,"969 Connelly Circle","Rockville","MD",20851,"hi"
"4387 Cartwright Park","2018-07-08T15:03:17.694Z","AUCTION",116,4,2,2622617,3819,"1894 Milo Shores","Rockville","MD",20850,"hi"
"4388 Cartwright Park","2018-07-04T16:15:30.520Z","FOR SALE",103,4,7,1260561,1735,"359 Lynch Circles","Rockville","MD",20853,"hi"
"4389 Cartwright Park","2018-09-27T21:02:51.280Z","FOR RENT",135,4,10,1837517,2433,"348 Carole Isle","Rockville","MD",20857,"hi"
"4390 Cartwright Park","2018-08-04T01:27:44.499Z","AUCTION",179,4,7,3025207,842,"185 Littel Roads","Rockville","MD",20877,"hi"
"4391 Cartwright Park","2018-09-19T19:43:48.833Z","OFF MARKET",158,1,8,3152745,752,"7386 Moen Manor","Rockville","MD",20877,"hi"
"4392 Cartwright Park","2018-05-15T06:08:08.524Z","SOLD",182,2,8,1469576,982,"8891 Johnson Islands","Rockville","MD",20848,"hi"
"4393 Cartwright Park","2018-05-12T22:16:01.699Z","OFF MARKET",182,0,2,947253,1793,"195 Dudley Meadows","Rockville","MD",20877,"hi"
"4394 Cartwright Park","2018-06-13T23:12:53.481Z","AUCTION",56,1,5,245210,3692,"43744 Pagac Brooks","Rockville","MD",20852,"hi"
"4395 Cartwright Park","2018-09-10T10:56:27.546Z","FORECLOSURE",129,3,7,736010,1811,"315 Ernser Track","Rockville","MD",20852,"hi"
"4396 Cartwright Park","2018-05-14T06:03:32.415Z","FORECLOSURE",199,3,1,1666263,3956,"31341 Gutmann Plain","Rockville","MD",20851,"hi"
"4397 Cartwright Park","2018-05-19T09:25:26.296Z","SOLD",63,1,2,2350809,3381,"8393 Terry Station","Rockville","MD",20853,"hi"
"4398 Cartwright Park","2018-08-09T22:20:29.263Z","FOR RENT",117,0,9,883326,671,"171 Kshlerin Way","Rockville","MD",20852,"hi"
"4399 Cartwright Park","2018-10-04T20:14:53.165Z","AUCTION",135,1,0,3414890,2165,"188 Hettinger Ridges","Rockville","MD",20850,"hi"
"4400 Cartwright Park","2018-07-01T17:21:22.672Z","FORECLOSURE",179,3,1,437342,1007,"5677 Deshawn Branch","Rockville","MD",20850,"hi"
"4401 Cartwright Park","2018-10-17T14:50:51.758Z","FOR RENT",22,0,7,2629681,2879,"073 Towne Dale","Rockville","MD",20851,"hi"
"4402 Cartwright Park","2018-06-04T19:41:39.892Z","FOR SALE",44,2,7,2411067,2007,"056 Murray Keys","Rockville","MD",20853,"hi"
"4403 Cartwright Park","2018-09-07T03:28:01.177Z","FOR SALE",80,1,7,3877918,3280,"30495 Karen Vista","Rockville","MD",20850,"hi"
"4404 Cartwright Park","2018-08-05T03:44:47.143Z","AUCTION",54,0,4,3799237,2479,"2621 Reinger Ways","Rockville","MD",20849,"hi"
"4405 Cartwright Park","2018-10-05T20:28:31.591Z","OFF MARKET",32,4,8,934119,720,"80989 Ruecker Light","Rockville","MD",20853,"hi"
"4406 Cartwright Park","2018-06-20T15:06:22.320Z","FORECLOSURE",137,3,2,2578602,814,"9206 Purdy Vista","Rockville","MD",20851,"hi"
"4407 Cartwright Park","2018-08-16T19:21:31.839Z","FOR RENT",157,4,0,1160482,1412,"28680 Deckow Parkways","Rockville","MD",20847,"hi"
"4408 Cartwright Park","2018-09-25T01:06:25.703Z","FORECLOSURE",175,4,4,2497512,1045,"55903 Wisoky Camp","Rockville","MD",20848,"hi"
"4409 Cartwright Park","2018-08-24T02:32:02.416Z","FOR SALE",26,0,8,231030,829,"2919 Cole Street","Rockville","MD",20854,"hi"
"4410 Cartwright Park","2018-09-21T18:56:51.141Z","FORECLOSURE",136,4,10,2881182,1283,"57387 Schmeler Lodge","Rockville","MD",20852,"hi"
"4411 Cartwright Park","2018-09-09T06:29:10.400Z","AUCTION",11,3,5,3724667,3530,"2734 Lue Dale","Rockville","MD",20847,"hi"
"4412 Cartwright Park","2018-07-11T18:57:26.511Z","FOR SALE",49,0,10,2192408,3237,"3766 Amelia Track","Rockville","MD",20848,"hi"
"4413 Cartwright Park","2018-10-03T17:33:53.475Z","SOLD",89,0,2,2538997,3886,"9363 Nelle Locks","Rockville","MD",20857,"hi"
"4414 Cartwright Park","2018-08-18T09:49:00.591Z","FOR SALE",175,0,6,162164,2815,"71248 Hilpert Stravenue","Rockville","MD",20853,"hi"
"4415 Cartwright Park","2018-06-23T14:01:14.473Z","SOLD",159,4,2,804460,1119,"74432 Augustus Drive","Rockville","MD",20850,"hi"
"4416 Cartwright Park","2018-08-10T14:22:32.517Z","SOLD",24,1,2,1067527,2067,"673 Delia Vista","Rockville","MD",20857,"hi"
"4417 Cartwright Park","2018-06-05T13:05:39.005Z","FOR SALE",42,3,9,2588547,3864,"9156 Constantin Field","Rockville","MD",20849,"hi"
"4418 Cartwright Park","2018-07-20T20:29:29.146Z","SOLD",150,4,4,702204,3225,"90905 Hyatt Flat","Rockville","MD",20848,"hi"
"4419 Cartwright Park","2018-08-21T09:36:34.116Z","FOR SALE",174,4,6,2820343,2862,"5668 Eula Loop","Rockville","MD",20850,"hi"
"4420 Cartwright Park","2018-05-28T08:40:18.266Z","FOR RENT",122,3,8,2691321,1267,"05107 Runte Shores","Rockville","MD",20877,"hi"
"4421 Cartwright Park","2018-05-18T12:11:01.917Z","SOLD",60,0,8,460043,3741,"125 Euna Inlet","Rockville","MD",20847,"hi"
"4422 Cartwright Park","2018-06-27T15:23:38.686Z","SOLD",198,2,0,2932495,3158,"2141 Mraz Lodge","Rockville","MD",20854,"hi"
"4423 Cartwright Park","2018-10-04T02:41:56.411Z","OFF MARKET",3,1,9,3290106,1126,"0208 Jenifer Orchard","Rockville","MD",20857,"hi"
"4424 Cartwright Park","2018-09-10T21:58:52.611Z","FOR RENT",97,2,0,102654,2047,"62727 Isaiah Lock","Rockville","MD",20850,"hi"
"4425 Cartwright Park","2018-07-05T02:13:48.008Z","SOLD",37,4,7,606328,3584,"8098 Brent Plains","Rockville","MD",20851,"hi"
"4426 Cartwright Park","2018-06-04T09:27:21.346Z","SOLD",178,2,9,3312263,1696,"193 Mellie Extensions","Rockville","MD",20847,"hi"
"4427 Cartwright Park","2018-06-26T01:52:00.361Z","FOR SALE",188,3,7,2689299,3321,"34383 Lawson Pike","Rockville","MD",20848,"hi"
"4428 Cartwright Park","2018-06-02T01:49:12.473Z","SOLD",181,2,8,3563481,3787,"953 Aileen Drive","Rockville","MD",20854,"hi"
"4429 Cartwright Park","2018-07-15T05:09:31.708Z","FOR RENT",102,2,1,877301,1296,"8334 Kuhn Shoals","Rockville","MD",20848,"hi"
"4430 Cartwright Park","2018-08-28T22:12:05.771Z","FOR RENT",113,2,8,3460272,1354,"3039 Zboncak Cove","Rockville","MD",20852,"hi"
"4431 Cartwright Park","2018-07-08T04:50:39.248Z","SOLD",125,1,9,3900405,977,"78419 Braun Meadows","Rockville","MD",20851,"hi"
"4432 Cartwright Park","2018-09-01T21:06:31.722Z","FORECLOSURE",179,2,3,3122267,977,"231 Wilderman Cove","Rockville","MD",20847,"hi"
"4433 Cartwright Park","2018-08-09T05:18:37.440Z","OFF MARKET",13,0,8,2497592,615,"93780 Jannie Hill","Rockville","MD",20852,"hi"
"4434 Cartwright Park","2018-09-03T15:47:59.967Z","AUCTION",61,1,9,684684,2869,"433 Elissa Roads","Rockville","MD",20857,"hi"
"4435 Cartwright Park","2018-09-17T11:15:15.238Z","SOLD",55,2,4,3202703,1431,"5722 Bogisich Locks","Rockville","MD",20851,"hi"
"4436 Cartwright Park","2018-05-05T19:21:15.411Z","FOR SALE",165,1,0,1033187,1522,"635 Octavia Field","Rockville","MD",20849,"hi"
"4437 Cartwright Park","2018-05-02T21:01:45.206Z","AUCTION",26,3,8,3298822,3646,"21715 Heloise Common","Rockville","MD",20849,"hi"
"4438 Cartwright Park","2018-08-09T09:23:26.722Z","FOR SALE",52,2,0,604265,2116,"16726 Marietta Cape","Rockville","MD",20852,"hi"
"4439 Cartwright Park","2018-07-03T09:49:20.872Z","FORECLOSURE",125,4,8,3648108,3069,"087 Rempel Squares","Rockville","MD",20850,"hi"
"4440 Cartwright Park","2018-09-13T14:25:01.100Z","AUCTION",61,2,4,1522200,3706,"9760 Ara Drives","Rockville","MD",20854,"hi"
"4441 Cartwright Park","2018-10-06T04:35:19.164Z","OFF MARKET",8,4,3,2006398,790,"9903 Gusikowski Park","Rockville","MD",20852,"hi"
"4442 Cartwright Park","2018-09-22T17:59:36.666Z","OFF MARKET",83,3,2,2829404,505,"80015 Hansen Light","Rockville","MD",20852,"hi"
"4443 Cartwright Park","2018-05-26T09:34:02.667Z","FOR RENT",68,2,3,548041,1558,"243 Wintheiser Bypass","Rockville","MD",20848,"hi"
"4444 Cartwright Park","2018-08-03T15:03:44.118Z","FOR RENT",139,4,7,3154414,3451,"6730 Bernier Mews","Rockville","MD",20857,"hi"
"4445 Cartwright Park","2018-05-23T09:38:10.473Z","AUCTION",24,4,1,2846009,2033,"7682 Lois Ways","Rockville","MD",20851,"hi"
"4446 Cartwright Park","2018-07-15T00:17:10.883Z","OFF MARKET",178,0,5,834023,545,"3945 Maggio Forks","Rockville","MD",20877,"hi"
"4447 Cartwright Park","2018-09-02T05:13:08.563Z","FORECLOSURE",119,1,2,1251161,1411,"4123 Weston Fall","Rockville","MD",20847,"hi"
"4448 Cartwright Park","2018-07-13T00:05:22.370Z","AUCTION",156,2,0,1389909,1157,"240 Violette Route","Rockville","MD",20853,"hi"
"4449 Cartwright Park","2018-05-31T22:17:11.996Z","AUCTION",91,3,2,2086516,3634,"52678 Beth Drives","Rockville","MD",20853,"hi"
"4450 Cartwright Park","2018-07-17T01:55:23.748Z","AUCTION",174,4,8,660105,2375,"63229 Konopelski Wall","Rockville","MD",20849,"hi"
"4451 Cartwright Park","2018-08-10T14:08:58.859Z","FOR RENT",79,2,6,3458286,3316,"362 Schmitt Viaduct","Rockville","MD",20847,"hi"
"4452 Cartwright Park","2018-08-04T11:03:25.996Z","FORECLOSURE",127,1,9,3685795,3316,"728 Nyasia Plain","Rockville","MD",20848,"hi"
"4453 Cartwright Park","2018-05-21T21:00:16.859Z","SOLD",112,1,1,955938,2527,"8715 Gardner Extension","Rockville","MD",20877,"hi"
"4454 Cartwright Park","2018-05-25T04:54:24.575Z","FORECLOSURE",105,1,10,2873031,333,"756 Bechtelar Circle","Rockville","MD",20877,"hi"
"4455 Cartwright Park","2018-06-26T06:52:26.194Z","OFF MARKET",22,3,10,3362837,1349,"4136 Johnston Streets","Rockville","MD",20853,"hi"
"4456 Cartwright Park","2018-10-05T02:36:29.634Z","FOR RENT",102,3,5,3308647,1135,"2270 Klocko Gateway","Rockville","MD",20849,"hi"
"4457 Cartwright Park","2018-07-09T02:59:59.018Z","FOR RENT",8,3,9,2068981,2641,"21227 Corrine Squares","Rockville","MD",20857,"hi"
"4458 Cartwright Park","2018-06-18T06:46:51.106Z","FOR SALE",134,1,9,3262626,352,"6625 Streich Dam","Rockville","MD",20849,"hi"
"4459 Cartwright Park","2018-10-24T16:47:59.892Z","FOR SALE",108,0,8,2982042,814,"61200 Hermann Rue","Rockville","MD",20857,"hi"
"4460 Cartwright Park","2018-09-01T16:06:54.035Z","AUCTION",192,2,1,2797033,921,"172 Cummerata Spur","Rockville","MD",20853,"hi"
"4461 Cartwright Park","2018-06-26T23:47:24.909Z","AUCTION",53,1,0,505659,2499,"059 Omer Street","Rockville","MD",20852,"hi"
"4462 Cartwright Park","2018-09-08T00:01:04.351Z","FOR RENT",87,3,10,2309205,586,"790 Glen Fields","Rockville","MD",20848,"hi"
"4463 Cartwright Park","2018-09-23T00:51:00.391Z","FORECLOSURE",106,4,1,1419174,2489,"41197 Welch Estates","Rockville","MD",20849,"hi"
"4464 Cartwright Park","2018-06-14T05:04:47.561Z","FOR RENT",8,0,8,2135312,2113,"969 Franecki Expressway","Rockville","MD",20877,"hi"
"4465 Cartwright Park","2018-08-19T05:05:28.363Z","FOR SALE",71,3,3,2185732,2442,"5632 Kelton Pine","Rockville","MD",20852,"hi"
"4466 Cartwright Park","2018-09-29T19:21:15.150Z","OFF MARKET",154,4,9,2221753,3779,"097 Keon Fall","Rockville","MD",20848,"hi"
"4467 Cartwright Park","2018-05-15T02:08:42.134Z","AUCTION",167,1,6,2841386,633,"917 Margaret Mount","Rockville","MD",20847,"hi"
"4468 Cartwright Park","2018-09-24T20:31:02.560Z","OFF MARKET",101,0,7,1745531,2739,"4766 Ross Hill","Rockville","MD",20853,"hi"
"4469 Cartwright Park","2018-05-08T23:38:49.735Z","FOR RENT",140,1,2,1405268,354,"517 Adelia Viaduct","Rockville","MD",20847,"hi"
"4470 Cartwright Park","2018-06-06T12:10:16.664Z","OFF MARKET",45,3,1,3921518,2045,"962 Runte Junction","Rockville","MD",20847,"hi"
"4471 Cartwright Park","2018-08-28T16:47:57.113Z","AUCTION",60,4,9,1498066,332,"11041 Emil Trace","Rockville","MD",20854,"hi"
"4472 Cartwright Park","2018-10-05T23:26:07.044Z","FORECLOSURE",22,3,5,1051098,3384,"53563 Alanna Gateway","Rockville","MD",20850,"hi"
"4473 Cartwright Park","2018-09-08T09:19:59.249Z","OFF MARKET",164,0,9,568735,480,"92211 Leannon Street","Rockville","MD",20854,"hi"
"4474 Cartwright Park","2018-06-08T20:47:00.302Z","AUCTION",34,1,2,2226951,472,"88219 Dare Estates","Rockville","MD",20877,"hi"
"4475 Cartwright Park","2018-08-23T11:14:30.498Z","FOR SALE",26,1,7,2177302,3083,"7003 Ruecker Village","Rockville","MD",20848,"hi"
"4476 Cartwright Park","2018-06-15T01:26:59.139Z","SOLD",186,0,0,1373217,3578,"7822 Pollich Village","Rockville","MD",20850,"hi"
"4477 Cartwright Park","2018-09-11T14:44:20.093Z","OFF MARKET",91,3,5,2623071,2462,"384 Walter Center","Rockville","MD",20853,"hi"
"4478 Cartwright Park","2018-05-25T16:57:26.887Z","AUCTION",158,4,5,745855,3060,"8616 Thiel Rapid","Rockville","MD",20851,"hi"
"4479 Cartwright Park","2018-07-29T03:29:22.431Z","FOR SALE",134,3,9,3612734,2823,"78365 Kiehn Forges","Rockville","MD",20853,"hi"
"4480 Cartwright Park","2018-06-04T17:36:47.385Z","FORECLOSURE",43,2,10,3575448,2779,"189 Daugherty Mountain","Rockville","MD",20847,"hi"
"4481 Cartwright Park","2018-09-24T22:55:16.189Z","FOR SALE",24,4,8,2815849,2758,"062 Luz Parkway","Rockville","MD",20857,"hi"
"4482 Cartwright Park","2018-06-28T03:03:49.043Z","FOR SALE",51,2,3,306505,1535,"5781 Pagac Extension","Rockville","MD",20854,"hi"
"4483 Cartwright Park","2018-08-07T22:52:43.270Z","FOR RENT",72,2,8,172035,533,"33868 Bartell Cape","Rockville","MD",20850,"hi"
"4484 Cartwright Park","2018-07-20T07:13:05.377Z","OFF MARKET",60,0,0,3260248,2444,"4495 Streich Light","Rockville","MD",20850,"hi"
"4485 Cartwright Park","2018-06-24T03:12:12.324Z","FORECLOSURE",143,3,9,3954681,2514,"22175 Roger Dam","Rockville","MD",20854,"hi"
"4486 Cartwright Park","2018-05-31T17:27:14.062Z","OFF MARKET",183,0,9,3739489,3245,"156 Kunze Unions","Rockville","MD",20849,"hi"
"4487 Cartwright Park","2018-05-30T20:14:39.913Z","OFF MARKET",50,0,8,238315,2920,"8226 Quinn Bypass","Rockville","MD",20848,"hi"
"4488 Cartwright Park","2018-07-23T21:55:47.830Z","SOLD",192,4,8,3327617,3489,"77801 Kallie Walk","Rockville","MD",20852,"hi"
"4489 Cartwright Park","2018-10-20T12:39:03.163Z","AUCTION",109,3,5,2670117,388,"01715 Lafayette Plaza","Rockville","MD",20851,"hi"
"4490 Cartwright Park","2018-05-08T21:25:57.799Z","SOLD",122,0,3,1337862,3706,"22874 Mueller Glen","Rockville","MD",20847,"hi"
"4491 Cartwright Park","2018-05-05T13:57:04.014Z","FORECLOSURE",7,0,7,1703086,2217,"089 Damien Union","Rockville","MD",20851,"hi"
"4492 Cartwright Park","2018-09-15T16:43:09.993Z","FORECLOSURE",116,1,2,803035,3074,"27222 Harvey Forest","Rockville","MD",20853,"hi"
"4493 Cartwright Park","2018-09-17T21:49:58.909Z","FOR SALE",2,4,5,3628705,1637,"534 Margot Center","Rockville","MD",20857,"hi"
"4494 Cartwright Park","2018-08-09T03:26:31.220Z","FOR RENT",29,3,7,1372658,2963,"1795 Kilback Track","Rockville","MD",20849,"hi"
"4495 Cartwright Park","2018-08-19T15:33:15.987Z","OFF MARKET",40,2,9,2380483,1020,"541 Vicenta Lake","Rockville","MD",20854,"hi"
"4496 Cartwright Park","2018-09-11T20:56:34.723Z","FORECLOSURE",137,2,1,568217,1248,"92261 Darrion Lock","Rockville","MD",20854,"hi"
"4497 Cartwright Park","2018-07-26T23:37:44.962Z","FOR SALE",83,1,2,2202031,2559,"3134 Russel Inlet","Rockville","MD",20857,"hi"
"4498 Cartwright Park","2018-05-01T00:28:04.659Z","SOLD",102,1,1,2205779,2912,"089 Karelle Pass","Rockville","MD",20850,"hi"
"4499 Cartwright Park","2018-07-27T03:10:21.230Z","FORECLOSURE",156,4,4,1664274,1372,"8738 Yundt Mountain","Rockville","MD",20852,"hi"
"4500 Cartwright Park","2018-09-15T18:14:48.009Z","SOLD",177,0,9,2641692,3987,"54036 Hagenes Place","Rockville","MD",20853,"hi"
"4501 Cartwright Park","2018-09-02T11:21:03.305Z","OFF MARKET",7,2,2,3882929,1451,"543 Daniel Hollow","Rockville","MD",20877,"hi"
"4502 Cartwright Park","2018-07-26T05:11:49.097Z","AUCTION",59,4,9,3652757,1011,"866 Grimes Cove","Rockville","MD",20877,"hi"
"4503 Cartwright Park","2018-05-21T16:30:14.137Z","FOR SALE",125,3,4,3242351,2853,"7352 Murray Freeway","Rockville","MD",20849,"hi"
"4504 Cartwright Park","2018-10-15T11:17:28.339Z","AUCTION",133,3,9,694854,3061,"789 Myrtle Mountains","Rockville","MD",20852,"hi"
"4505 Cartwright Park","2018-08-15T08:07:00.052Z","AUCTION",119,3,9,3915075,1875,"90640 Sandra Mountain","Rockville","MD",20877,"hi"
"4506 Cartwright Park","2018-09-23T00:29:48.889Z","FOR RENT",168,4,2,2519047,405,"288 Kreiger Port","Rockville","MD",20847,"hi"
"4507 Cartwright Park","2018-06-08T07:31:58.591Z","FORECLOSURE",190,3,1,793272,3753,"51712 Jose Islands","Rockville","MD",20854,"hi"
"4508 Cartwright Park","2018-09-01T05:13:42.574Z","AUCTION",27,3,8,1620290,2181,"811 Collier Tunnel","Rockville","MD",20848,"hi"
"4509 Cartwright Park","2018-05-12T11:28:16.548Z","FOR RENT",128,1,9,930413,1863,"64865 Ramon Via","Rockville","MD",20849,"hi"
"4510 Cartwright Park","2018-08-20T23:59:27.830Z","SOLD",23,0,10,3937902,2530,"58728 Aimee Wall","Rockville","MD",20877,"hi"
"4511 Cartwright Park","2018-09-03T02:21:55.202Z","AUCTION",92,2,4,3284265,1932,"7954 Turner Landing","Rockville","MD",20847,"hi"
"4512 Cartwright Park","2018-05-12T00:03:21.433Z","FOR RENT",2,0,6,1347262,609,"12194 Haag Run","Rockville","MD",20857,"hi"
"4513 Cartwright Park","2018-07-05T02:54:10.990Z","FORECLOSURE",142,3,10,3382908,1461,"169 Noelia Passage","Rockville","MD",20849,"hi"
"4514 Cartwright Park","2018-06-21T05:48:03.530Z","OFF MARKET",174,4,1,375125,1984,"68862 Schoen Inlet","Rockville","MD",20848,"hi"
"4515 Cartwright Park","2018-05-06T19:10:18.602Z","OFF MARKET",89,0,3,3358049,3473,"407 Gerhold Station","Rockville","MD",20853,"hi"
